action,action_index,approval_required,audit_id,case_id,deterministic_eligible,evidence_refs,item_type,predicted_family,rationale,retrieval_query,route,sources,checker_a_label,checker_a_reason,checker_b_label,checker_b_reason,strict_refined_decision,strict_refined_reason
NO_ACTION,1,False,EG-O-0011,ieee-access-0006,True,"['NIST.SP.800-61r3-0055', 'NIST.SP.800-213A-0053', 'NIST.IR.8259A-0022']",original,Benign,The detector classified the observation as benign.,normal activity continuous monitoring avoid unnecessary disruption cybersecurity state logging avoid unnecessary disruption continue observation IoT predicted family Benign proposed action NO_ACTION observed protocols TCP HTTP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,monitor,NIST.SP.800-61r3.pdf; NIST.SP.800-213A.pdf; NIST.IR.8259A.pdf,unsupported,"The excerpts support monitoring and state awareness, but they do not support a no-action decision beyond benign classification.",unsupported,The cited evidence emphasizes monitoring and state awareness; it does not support taking no action because an observation was classified benign.,remove,The independent checker found no useful support for the action.
MONITOR,2,False,EG-O-0012,ieee-access-0006,True,"['NIST.SP.800-61r3-0055', 'NIST.SP.800-213A-0053', 'NIST.SP.800-213A-0054']",original,Benign,Continue non-disruptive observation.,normal activity continuous monitoring avoid unnecessary disruption cybersecurity state logging continuous monitoring detect anomalous behavior security events IoT predicted family Benign proposed action MONITOR observed protocols TCP HTTP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,monitor,NIST.SP.800-61r3.pdf; NIST.SP.800-213A.pdf; NIST.SP.800-213A.pdf,generally_supported,"The evidence supports continuous monitoring and event identification, which align with monitoring, but it does not explicitly support the exact monitor action as a decision.",directly_supported,"The excerpts explicitly support continuous monitoring and event identification/monitoring capabilities, matching the action to continue non-disruptive observation.",keep,General support is sufficient for this non-disruptive action.
NO_ACTION,1,False,EG-O-0013,ieee-access-0007,True,"['NIST.SP.800-61r3-0055', 'NIST.IR.8259A-0022', 'NIST.SP.800-213A-0053']",original,Benign,The detector classified the observation as benign.,normal activity continuous monitoring avoid unnecessary disruption cybersecurity state logging avoid unnecessary disruption continue observation IoT predicted family Benign proposed action NO_ACTION observed protocols TCP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,monitor,NIST.SP.800-61r3.pdf; NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf,unsupported,"The cited material supports monitoring and state awareness, but not the specific no-action recommendation.",unsupported,"The evidence supports monitoring and awareness, not a decision to take no action on a benign classification.",remove,The independent checker found no useful support for the action.
MONITOR,2,False,EG-O-0014,ieee-access-0007,True,"['NIST.SP.800-61r3-0055', 'NIST.SP.800-213A-0053', 'NIST.SP.800-213A-0054']",original,Benign,Continue non-disruptive observation.,normal activity continuous monitoring avoid unnecessary disruption cybersecurity state logging continuous monitoring detect anomalous behavior security events IoT predicted family Benign proposed action MONITOR observed protocols TCP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,monitor,NIST.SP.800-61r3.pdf; NIST.SP.800-213A.pdf; NIST.SP.800-213A.pdf,generally_supported,"The excerpts support continuous monitoring and identifying organizational cybersecurity events, which broadly support monitoring.",directly_supported,"The cited NIST material explicitly endorses continuous monitoring and event identification/monitoring, directly supporting MONITOR.",keep,General support is sufficient for this non-disruptive action.
NO_ACTION,1,False,EG-O-0015,ieee-access-0008,True,"['NIST.SP.800-61r3-0055', 'NIST.IR.8259A-0022', 'NIST.SP.800-213A-0053']",original,Benign,The detector classified the observation as benign.,normal activity continuous monitoring avoid unnecessary disruption cybersecurity state logging avoid unnecessary disruption continue observation IoT predicted family Benign proposed action NO_ACTION observed protocols TCP UDP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,monitor,NIST.SP.800-61r3.pdf; NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf,unsupported,"The evidence supports monitoring and state awareness, but not the specific no-action recommendation.",unsupported,Nothing in the excerpts explicitly or generally supports NO_ACTION; they instead support ongoing monitoring/state awareness.,remove,The independent checker found no useful support for the action.
MONITOR,2,False,EG-O-0016,ieee-access-0008,True,"['NIST.SP.800-61r3-0055', 'NIST.SP.800-213A-0053', 'NIST.SP.800-213A-0054']",original,Benign,Continue non-disruptive observation.,normal activity continuous monitoring avoid unnecessary disruption cybersecurity state logging continuous monitoring detect anomalous behavior security events IoT predicted family Benign proposed action MONITOR observed protocols TCP UDP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,monitor,NIST.SP.800-61r3.pdf; NIST.SP.800-213A.pdf; NIST.SP.800-213A.pdf,generally_supported,"The cited excerpts support continuous monitoring and identifying cybersecurity events, which aligns with monitoring but not the exact action phrasing.",directly_supported,The excerpts directly support ongoing monitoring through continuous monitoring and event identification/monitoring requirements.,keep,General support is sufficient for this non-disruptive action.
NO_ACTION,1,False,EG-O-0017,ieee-access-0009,True,"['NIST.SP.800-61r3-0055', 'NIST.IR.8259A-0022', 'NIST.SP.800-213A-0053']",original,Benign,The detector classified the observation as benign.,normal activity continuous monitoring avoid unnecessary disruption cybersecurity state logging avoid unnecessary disruption continue observation IoT predicted family Benign proposed action NO_ACTION observed protocols TCP UDP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,monitor,NIST.SP.800-61r3.pdf; NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf,unsupported,"The evidence supports monitoring and state awareness, but does not justify a no-action response.",unsupported,"The evidence discusses monitoring and state awareness, not refraining from action because something is benign.",remove,The independent checker found no useful support for the action.
MONITOR,2,False,EG-O-0018,ieee-access-0009,True,"['NIST.SP.800-61r3-0055', 'NIST.SP.800-213A-0053', 'NIST.SP.800-213A-0054']",original,Benign,Continue non-disruptive observation.,normal activity continuous monitoring avoid unnecessary disruption cybersecurity state logging continuous monitoring detect anomalous behavior security events IoT predicted family Benign proposed action MONITOR observed protocols TCP UDP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,monitor,NIST.SP.800-61r3.pdf; NIST.SP.800-213A.pdf; NIST.SP.800-213A.pdf,generally_supported,"The excerpts support continuous monitoring and event identification, which are consistent with monitoring, but do not explicitly recommend it as the action.",directly_supported,"Continuous monitoring and event identification/monitoring are explicitly described, directly supporting MONITOR.",keep,General support is sufficient for this non-disruptive action.
NO_ACTION,1,False,EG-O-0019,ieee-access-0010,True,"['NIST.SP.800-61r3-0055', 'NIST.IR.8259A-0022', 'NIST.SP.800-213A-0053']",original,Benign,The detector classified the observation as benign.,normal activity continuous monitoring avoid unnecessary disruption cybersecurity state logging avoid unnecessary disruption continue observation IoT predicted family Benign proposed action NO_ACTION observed protocols TCP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,monitor,NIST.SP.800-61r3.pdf; NIST.IR.8259A.pdf; NIST.SP.800-213A.pdf,unsupported,"The cited material supports monitoring and state awareness, but not the no-action recommendation.",unsupported,The citations do not justify NO_ACTION; they point toward monitoring and awareness instead.,remove,The independent checker found no useful support for the action.
MONITOR,2,False,EG-O-0020,ieee-access-0010,True,"['NIST.SP.800-61r3-0055', 'NIST.SP.800-213A-0053', 'NIST.SP.800-213A-0054']",original,Benign,Continue non-disruptive observation.,normal activity continuous monitoring avoid unnecessary disruption cybersecurity state logging continuous monitoring detect anomalous behavior security events IoT predicted family Benign proposed action MONITOR observed protocols TCP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,monitor,NIST.SP.800-61r3.pdf; NIST.SP.800-213A.pdf; NIST.SP.800-213A.pdf,generally_supported,"The evidence supports continuous monitoring and event identification, which broadly aligns with monitoring.",directly_supported,"The evidence explicitly supports continuous monitoring and monitoring capabilities, directly matching MONITOR.",keep,General support is sufficient for this non-disruptive action.
CAPTURE_TRAFFIC,1,False,EG-O-0021,ieee-access-0011,True,"['ETSI.EN.303.645.V3.1.3-0078', 'RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0079']",original,Web,Collect additional evidence before a disruptive decision.,SQL injection invalid data input application layer user interface prevent system manipulation collect network traffic evidence incident analysis monitoring IoT predicted family Web proposed action CAPTURE_TRAFFIC observed protocols TCP UDP HTTP HTTPS DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,ETSI.EN.303.645.V3.1.3.pdf; RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf,unsupported,"The excerpts discuss validating input and dropping invalid packets, not capturing traffic as evidence before action.",generally_supported,"ETSI example 3 says invalid network input can be captured as telemetry data, which supports recording security-relevant events, but it does not explicitly support capturing network traffic/packets as the recommended action.",remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,2,False,EG-O-0022,ieee-access-0011,True,"['ETSI.EN.303.645.V3.1.3-0078', 'RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0079']",original,Web,Detector confidence is below the validated threshold.,SQL injection invalid data input application layer user interface prevent system manipulation incident notification response escalation operator IoT predicted family Web proposed action NOTIFY_OPERATOR observed protocols TCP UDP HTTP HTTPS DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,ETSI.EN.303.645.V3.1.3.pdf; RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf,unsupported,No cited excerpt supports notifying an operator based on low detector confidence or a validated threshold.,unsupported,"The excerpts discuss input validation, telemetry for invalid data, and a TCP direction-based filtering rule. They do not support notifying an operator due to low detector confidence.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,1,False,EG-O-0023,ieee-access-0012,True,"['ETSI.EN.303.645.V3.1.3-0078', 'RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0079']",original,Web,Collect additional evidence before a disruptive decision.,SQL injection invalid data input application layer user interface prevent system manipulation collect network traffic evidence incident analysis monitoring IoT predicted family Web proposed action CAPTURE_TRAFFIC observed protocols TCP UDP HTTP HTTPS DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,ETSI.EN.303.645.V3.1.3.pdf; RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf,unsupported,"The evidence concerns input validation and telemetry capture of invalid input, not traffic capture for evidence collection.",generally_supported,"The cited ETSI telemetry example supports collecting some evidence about anomalous input, but not the specific action of traffic capture before a decision.",remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,2,False,EG-O-0024,ieee-access-0012,True,"['ETSI.EN.303.645.V3.1.3-0078', 'RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0079']",original,Web,Detector confidence is below the validated threshold.,SQL injection invalid data input application layer user interface prevent system manipulation incident notification response escalation operator IoT predicted family Web proposed action NOTIFY_OPERATOR observed protocols TCP UDP HTTP HTTPS DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,ETSI.EN.303.645.V3.1.3.pdf; RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf,unsupported,The excerpts do not mention operator notification or confidence-threshold escalation.,unsupported,Nothing in the excerpts supports operator notification or escalation based on uncertain detection results.,remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,1,False,EG-O-0025,ieee-access-0013,True,"['ETSI.EN.303.645.V3.1.3-0078', 'RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0079']",original,Web,Collect additional evidence before a disruptive decision.,SQL injection invalid data input application layer user interface prevent system manipulation collect network traffic evidence incident analysis monitoring IoT predicted family Web proposed action CAPTURE_TRAFFIC observed protocols TCP UDP HTTPS DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,ETSI.EN.303.645.V3.1.3.pdf; RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf,unsupported,Nothing in the cited text justifies capturing traffic for this Web-family finding.,generally_supported,"Capturing an invalid-input event as telemetry generally supports evidence collection, but not specifically packet or traffic capture.",remove,The independent checker found no useful support for the action.
NOTIFY_OPERATOR,2,False,EG-O-0026,ieee-access-0013,True,"['ETSI.EN.303.645.V3.1.3-0078', 'RFC8520-0031', 'ETSI.EN.303.645.V3.1.3-0079']",original,Web,Detector confidence is below the validated threshold.,SQL injection invalid data input application layer user interface prevent system manipulation incident notification response escalation operator IoT predicted family Web proposed action NOTIFY_OPERATOR observed protocols TCP UDP HTTPS DNS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP SYN connection attempts TCP SYN flag connection attempts,escalate,ETSI.EN.303.645.V3.1.3.pdf; RFC8520.txt; ETSI.EN.303.645.V3.1.3.pdf,unsupported,The evidence does not support notifying an operator; it is about validating network input and collecting telemetry data for invalid input.,unsupported,"The evidence is about validating input and blocking certain TCP directions, not notifying operators.",remove,The independent checker found no useful support for the action.
CAPTURE_TRAFFIC,1,False,EG-O-0027,ieee-access-0014,True,"['NIST.SP.800-61r3-0067', 'RFC8576-0026', 'RFC8576-0067']",original,Spoofing,Collect additional evidence before a disruptive decision.,spoofing impersonation authentication network access control identity collect network traffic evidence incident analysis monitoring IoT predicted family Spoofing proposed action CAPTURE_TRAFFIC observed protocols TCP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,escalate,NIST.SP.800-61r3.pdf; RFC8576.txt; RFC8576.txt,directly_supported,"NIST SP 800-61r3 explicitly says to collect and retain evidence from an incident in accordance with preservation and retention procedures, which supports capturing traffic as evidence.",generally_supported,"NIST SP 800-61r3 explicitly supports collecting and retaining incident evidence, which generally supports gathering more evidence. However, none of the excerpts specifically support packet/traffic capture as the concrete mechanism.",keep,The action has direct documentary support.
NOTIFY_OPERATOR,2,False,EG-O-0028,ieee-access-0014,True,"['NIST.SP.800-61r3-0062', 'NIST.SP.800-61r3-0068', 'NIST.SP.800-213A-0065']",original,Spoofing,Detector confidence is below the validated threshold.,spoofing impersonation authentication network access control identity incident notification response escalation operator IoT predicted family Spoofing proposed action NOTIFY_OPERATOR observed protocols TCP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,escalate,NIST.SP.800-61r3.pdf; NIST.SP.800-61r3.pdf; NIST.SP.800-213A.pdf,generally_supported,"The evidence supports incident reporting/communication and automatically reporting confirmed incidents, but it does not explicitly justify notifying an operator specifically because confidence is below threshold.",generally_supported,"The NIST incident-response excerpts support incident reporting, coordination, and notification, which generally supports notifying an operator. They do not specifically justify operator notification because confidence is below threshold, and the anti-spoofing excerpt is unrelated to notification.",keep,General support is sufficient for this non-disruptive action.
CAPTURE_TRAFFIC,1,False,EG-O-0029,ieee-access-0015,True,"['NIST.SP.800-61r3-0055', 'NIST.SP.800-61r3-0067', 'RFC8576-0067']",original,Recon,Collect additional evidence before a disruptive decision.,reconnaissance scanning probing unauthorized activity continuous monitoring logging collect network traffic evidence incident analysis monitoring IoT predicted family Recon proposed action CAPTURE_TRAFFIC observed protocols TCP HTTP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,escalate,NIST.SP.800-61r3.pdf; NIST.SP.800-61r3.pdf; RFC8576.txt,generally_supported,"The excerpts support continuous monitoring and collecting/retaining incident evidence, which aligns with preserving evidence, but they do not explicitly support packet capture as the concrete action.",generally_supported,"The excerpts support continuous monitoring and collecting/retaining incident evidence, which aligns with gathering more evidence, but they do not explicitly support packet/traffic capture as the specific action.",keep,General support is sufficient for this non-disruptive action.
NOTIFY_OPERATOR,2,False,EG-O-0030,ieee-access-0015,True,"['NIST.SP.800-61r3-0055', 'NIST.SP.800-61r3-0068', 'NIST.SP.800-61r3-0062']",original,Recon,Detector confidence is below the validated threshold.,reconnaissance scanning probing unauthorized activity continuous monitoring logging incident notification response escalation operator IoT predicted family Recon proposed action NOTIFY_OPERATOR observed protocols TCP HTTP HTTPS observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,escalate,NIST.SP.800-61r3.pdf; NIST.SP.800-61r3.pdf; NIST.SP.800-61r3.pdf,generally_supported,"The excerpts support incident reporting/communication and monitoring, but they do not justify a confidence-threshold-based operator notification decision.",generally_supported,"The cited NIST response communication text supports incident reporting/notification and automatic reporting of incidents, which generally supports notifying an operator, but it does not specifically justify notification based on low detector confidence/threshold logic.",keep,General support is sufficient for this non-disruptive action.
INCREASE_LOGGING,1,False,EG-O-0031,ieee-access-0016,True,"['ETSI.EN.303.645.V3.1.3-0078', 'ETSI.EN.303.645.V3.1.3-0079', 'RFC8576-0041']",original,Web,Improves visibility into whether the observed Web-family profile is benign or indicative of misuse while staying within intent-only constraints.,SQL injection invalid data input application layer user interface prevent system manipulation increase security event logging monitoring incident analysis IoT predicted family Web proposed action INCREASE_LOGGING observed protocols TCP UDP ICMP DNS ARP observed indicators traffic packet rate volume frequency average packet size traffic profile inter arrival time traffic timing TCP ACK responses TCP ACK flag responses,plan,ETSI.EN.303.645.V3.1.3.pdf; ETSI.EN.303.645.V3.1.3.pdf; RFC8576.txt,generally_supported,"The RFC excerpt supports dropping unsolicited packets and stateful tracking, which relates to observing traffic, but it does not explicitly justify increasing logging.",generally_supported,"ETSI example 3 explicitly mentions capturing an event as telemetry data, which generally supports increased observability/logging, though not an explicit directive to increase logging for this threat family.",keep,General support is sufficient for this non-disruptive action.
