item_id,case_id,predicted_family,rank,source,chunk_id,excerpt
iot-v2-005|2,iot-v2-005,BruteForce,2,ETSI.EN.303.645.V3.1.3.pdf,ETSI.EN.303.645.V3.1.3-0060,"...e technology, risk and usage. Provision 5.5-7 The consumer IoT device shall protect the confidentiality of critical security parameters that are communicated via remotely accessible network interfaces. ETSI ETSI EN 303 645 V3.1.3 (2024-09) 22 Many different methods exist for enrolment and authentication. Some authentication values are provided by out-of-band authentication mechanisms, such as a QR code, and some are human-readable, such as a password. Where an authentication mechanism uses unique values per authentication attempt (e.g. in a challenge-response mechanism or when using one time passwords as a second factor), the response is n"
iot-v2-005|3,iot-v2-005,BruteForce,3,NIST.IR.8259A.pdf,NIST.IR.8259A-0018,"...ble any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thresholds for any ability the device might have to lock or disable an account or to delay additional authentication attempts after too many failed authentication attempts • This capability supports vulnerability management, access management, d..."
iot-v2-006|1,iot-v2-006,BruteForce,1,ETSI.EN.303.645.V3.1.3.pdf,ETSI.EN.303.645.V3.1.3-0034,"device shall provide to the user or an administrator a simple mechanism to change the authentication value used. EXAMPLE 3: For biometric authentication values the device manufacturer allows this change in authentication value through retraining against a new biometric. EXAMPLE 4: A parent in a household creates an account on the consumer IoT device for their child and selects and manages the PIN or password that the child uses. The parent is an administrator on the consumer IoT device and can restrict the child from changing the PIN or password. EXAMPLE 5: To make it simple for the user to change a password, the manufacturer designs the p..."
iot-v2-006|2,iot-v2-006,BruteForce,2,ETSI.EN.303.645.V3.1.3.pdf,ETSI.EN.303.645.V3.1.3-0060,"...e technology, risk and usage. Provision 5.5-7 The consumer IoT device shall protect the confidentiality of critical security parameters that are communicated via remotely accessible network interfaces. ETSI ETSI EN 303 645 V3.1.3 (2024-09) 22 Many different methods exist for enrolment and authentication. Some authentication values are provided by out-of-band authentication mechanisms, such as a QR code, and some are human-readable, such as a password. Where an authentication mechanism uses unique values per authentication attempt (e.g. in a challenge-response mechanism or when using one time passwords as a second factor), the response is n"
iot-v2-006|3,iot-v2-006,BruteForce,3,NIST.IR.8259A.pdf,NIST.IR.8259A-0018,"...ble any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thresholds for any ability the device might have to lock or disable an account or to delay additional authentication attempts after too many failed authentication attempts • This capability supports vulnerability management, access management, d..."
iot-v2-009|1,iot-v2-009,DDoS,1,RFC8576.txt,RFC8576-0012,"...m goes beyond a specific device or an isolated system, since compromised IoT systems can be misused at scale. For example, they may be used to perform a Distributed Denial of Service (DDoS) attack that limits the availability of other networks and services. The fact that many IoT systems rely on standard IP protocols allows for easier system integration, but this also makes attacks on standard IP protocols widely applicable in other environments. This results in new requirements regarding the implementation of security. The term ""security"" subsumes a wide range of primitives, protocols, and procedures. For instance, it includes services..."
iot-v2-009|2,iot-v2-009,DDoS,2,RFC8576.txt,RFC8576-0021,"This is especially dangerous in the Internet of Things since an attacker might be located in the backend and target resource-constrained devices that are part of a constrained-node network [RFC7228]. A DoS attack can also be launched by physically jamming the communication channel. Network availability can also be disrupted by flooding the network with a large number of packets. On the other hand, things compromised by attackers can be used to disrupt the operation of other networks or systems by means of a Distributed DoS (DDoS) attack. Garcia-Morchon, et al. Informational [Page 11] RFC 8576 IoT Security April 2019 To deal with the above ..."
iot-v2-009|3,iot-v2-009,DDoS,3,RFC8576.txt,RFC8576-0044,"protocol cannot be made without tailor-made IoT implementations. 5.1.2. Denial-of-Service Resistance The tight memory and processing constraints of things naturally alleviate resource-exhaustion attacks. Especially in unattended T2T communication, such attacks are difficult to notice before the service becomes unavailable (for example, because of battery or memory exhaustion). As a DoS countermeasure, DTLS, IKEv2, HIP, and Diet HIP implement return routability checks based on a cookie mechanism to delay the establishment of state at the responding host until the address of the initiating host is verified. The effectiveness of these defense..."
iot-v2-010|1,iot-v2-010,DDoS,1,RFC8576.txt,RFC8576-0012,"...m goes beyond a specific device or an isolated system, since compromised IoT systems can be misused at scale. For example, they may be used to perform a Distributed Denial of Service (DDoS) attack that limits the availability of other networks and services. The fact that many IoT systems rely on standard IP protocols allows for easier system integration, but this also makes attacks on standard IP protocols widely applicable in other environments. This results in new requirements regarding the implementation of security. The term ""security"" subsumes a wide range of primitives, protocols, and procedures. For instance, it includes services..."
iot-v2-010|2,iot-v2-010,DDoS,2,RFC8576.txt,RFC8576-0021,"This is especially dangerous in the Internet of Things since an attacker might be located in the backend and target resource-constrained devices that are part of a constrained-node network [RFC7228]. A DoS attack can also be launched by physically jamming the communication channel. Network availability can also be disrupted by flooding the network with a large number of packets. On the other hand, things compromised by attackers can be used to disrupt the operation of other networks or systems by means of a Distributed DoS (DDoS) attack. Garcia-Morchon, et al. Informational [Page 11] RFC 8576 IoT Security April 2019 To deal with the above ..."
iot-v2-010|3,iot-v2-010,DDoS,3,RFC8576.txt,RFC8576-0044,"protocol cannot be made without tailor-made IoT implementations. 5.1.2. Denial-of-Service Resistance The tight memory and processing constraints of things naturally alleviate resource-exhaustion attacks. Especially in unattended T2T communication, such attacks are difficult to notice before the service becomes unavailable (for example, because of battery or memory exhaustion). As a DoS countermeasure, DTLS, IKEv2, HIP, and Diet HIP implement return routability checks based on a cookie mechanism to delay the establishment of state at the responding host until the address of the initiating host is verified. The effectiveness of these defense..."
iot-v2-012|1,iot-v2-012,DoS,1,RFC8576.txt,RFC8576-0044,"protocol cannot be made without tailor-made IoT implementations. 5.1.2. Denial-of-Service Resistance The tight memory and processing constraints of things naturally alleviate resource-exhaustion attacks. Especially in unattended T2T communication, such attacks are difficult to notice before the service becomes unavailable (for example, because of battery or memory exhaustion). As a DoS countermeasure, DTLS, IKEv2, HIP, and Diet HIP implement return routability checks based on a cookie mechanism to delay the establishment of state at the responding host until the address of the initiating host is verified. The effectiveness of these defense..."
iot-v2-012|2,iot-v2-012,DoS,2,ETSI.EN.303.645.V3.1.3.pdf,ETSI.EN.303.645.V3.1.3-0035,"...credential stuffing"" or exhaust an entire key-space. It is important that these types of attacks are detected by the consumer IoT device and defended against, whilst guarding against a related threat of ""resource exhaustion"" and denial of service attacks. 5.2 Implement a means to manage reports of vulnerabilities Manufacturers that provide IoT products have a duty of care to consumers and third parties who can be harmed by their failure to have a CVD programme in place. Additionally, companies that share this information through industry bodies can assist others who can be suffering from the same problem. Disclosures can comprise differ..."
iot-v2-012|3,iot-v2-012,DoS,3,RFC8576.txt,RFC8576-0020,"...on of privilege: An attacker with low privileges can misuse additional flaws in the implemented authentication and authorization mechanisms of a thing to gain more privileged access to the thing and its data. 11. Denial of Service (DoS) attack: Often things have very limited memory and computation capabilities. Therefore, they are vulnerable to resource-exhaustion attack. Attackers can continuously send requests to specific things so as to deplete their resources. This is especially dangerous in the Internet of Things since an attacker might be located in the backend and target resource-constrained devices that are part of a constrained-no"
iot-v2-013|1,iot-v2-013,DoS,1,RFC8576.txt,RFC8576-0044,"protocol cannot be made without tailor-made IoT implementations. 5.1.2. Denial-of-Service Resistance The tight memory and processing constraints of things naturally alleviate resource-exhaustion attacks. Especially in unattended T2T communication, such attacks are difficult to notice before the service becomes unavailable (for example, because of battery or memory exhaustion). As a DoS countermeasure, DTLS, IKEv2, HIP, and Diet HIP implement return routability checks based on a cookie mechanism to delay the establishment of state at the responding host until the address of the initiating host is verified. The effectiveness of these defense..."
iot-v2-013|2,iot-v2-013,DoS,2,ETSI.EN.303.645.V3.1.3.pdf,ETSI.EN.303.645.V3.1.3-0035,"...credential stuffing"" or exhaust an entire key-space. It is important that these types of attacks are detected by the consumer IoT device and defended against, whilst guarding against a related threat of ""resource exhaustion"" and denial of service attacks. 5.2 Implement a means to manage reports of vulnerabilities Manufacturers that provide IoT products have a duty of care to consumers and third parties who can be harmed by their failure to have a CVD programme in place. Additionally, companies that share this information through industry bodies can assist others who can be suffering from the same problem. Disclosures can comprise differ..."
iot-v2-013|3,iot-v2-013,DoS,3,RFC8576.txt,RFC8576-0020,"...on of privilege: An attacker with low privileges can misuse additional flaws in the implemented authentication and authorization mechanisms of a thing to gain more privileged access to the thing and its data. 11. Denial of Service (DoS) attack: Often things have very limited memory and computation capabilities. Therefore, they are vulnerable to resource-exhaustion attack. Attackers can continuously send requests to specific things so as to deplete their resources. This is especially dangerous in the Internet of Things since an attacker might be located in the backend and target resource-constrained devices that are part of a constrained-no"
iot-v2-017|1,iot-v2-017,Mirai,1,NIST.IR.8259A.pdf,NIST.IR.8259A-0018,"...ogical Access to Interfaces: The IoT device can restrict logical access to its local and network interfaces, and the protocols and services used by those interfaces, to authorized entities only. 1. The ability to logically or physically disable any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thre..."
iot-v2-017|2,iot-v2-017,Mirai,2,NIST.SP.800-213A.pdf,NIST.SP.800-213A-0129,"customers for how to implement malicious code protection in the IoT device and associated systems, as well as within related systems entry and exit points, and how to detect and eradicate malicious code. b. Providing education to IoT device customers for how to update the IoT device and related systems malicious code protection mechanisms when new releases are available, in accordance with organizational configuration management policy and procedures. c. Providing training and awareness information to IoT device customers that describe newly identified vulnerabilities and threats (such as zero-day malware) for the associated IoT device. d...."
iot-v2-017|3,iot-v2-017,Mirai,3,NIST.SP.800-213A.pdf,NIST.SP.800-213A-0048,"NIST.SP.800-213A 3. Ability to logically or physically disable any local and network interfaces that are not necessary for the core functionality of the device. 4. Ability to restrict updating actions to authorized entities. 5. Ability to restrict access to the cybersecurity state indicator to authorized entities. 6. Ability to restrict use of IoT device services. 7. Ability to enforce the established local and remote access requirements. 8. Ability to prevent external access to the IoT device management interface. 9. Ability to control the IoT device’s logical interface (e.g., locally or remotely). 10. Ability to change IoT device logical..."
iot-v2-018|1,iot-v2-018,Mirai,1,NIST.IR.8259A.pdf,NIST.IR.8259A-0018,"...ogical Access to Interfaces: The IoT device can restrict logical access to its local and network interfaces, and the protocols and services used by those interfaces, to authorized entities only. 1. The ability to logically or physically disable any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thre..."
iot-v2-018|2,iot-v2-018,Mirai,2,NIST.SP.800-213A.pdf,NIST.SP.800-213A-0129,"customers for how to implement malicious code protection in the IoT device and associated systems, as well as within related systems entry and exit points, and how to detect and eradicate malicious code. b. Providing education to IoT device customers for how to update the IoT device and related systems malicious code protection mechanisms when new releases are available, in accordance with organizational configuration management policy and procedures. c. Providing training and awareness information to IoT device customers that describe newly identified vulnerabilities and threats (such as zero-day malware) for the associated IoT device. d...."
iot-v2-018|3,iot-v2-018,Mirai,3,NIST.SP.800-213A.pdf,NIST.SP.800-213A-0048,"NIST.SP.800-213A 3. Ability to logically or physically disable any local and network interfaces that are not necessary for the core functionality of the device. 4. Ability to restrict updating actions to authorized entities. 5. Ability to restrict access to the cybersecurity state indicator to authorized entities. 6. Ability to restrict use of IoT device services. 7. Ability to enforce the established local and remote access requirements. 8. Ability to prevent external access to the IoT device management interface. 9. Ability to control the IoT device’s logical interface (e.g., locally or remotely). 10. Ability to change IoT device logical..."
iot-v2-020|1,iot-v2-020,Spoofing,1,NIST.SP.800-213A.pdf,NIST.SP.800-213A-0037,"...ort authentication methods. Discussion: To control logical access to interfaces, the IoT device may need to support adequate authentication methods. Some IoT devices or organizations may need support for Personal Identity Verification (PIV). More information about PIV can be found in FIPS 201-2 [ FIPS-201]. Related SP 800-53 Rev. 5 Controls: AC-17(10), IA-2, IA-2(1), IA-2(2), IA-6 Requirements that may be necessary: 1. Ability for the IoT device to require authentication prior to connecting to the device, including using remote access. 2. Ability for the IoT device to support and require appropriate authentication. 3. Ability for the Io..."
iot-v2-020|2,iot-v2-020,Spoofing,2,NIST.IR.8259A.pdf,NIST.IR.8259A-0018,"...ble any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thresholds for any ability the device might have to lock or disable an account or to delay additional authentication attempts after too many failed authentication attempts • This capability supports vulnerability management, access management, d..."
iot-v2-020|3,iot-v2-020,Spoofing,3,NIST.SP.800-213A.pdf,NIST.SP.800-213A-0038,"... Ability for the IoT device to hide or mask authentication information during authentication process. NIST SP 800-213A GUIDANCE FOR THE FEDERAL GOVERNMENT IOT DEVICE CYBERSECURITY REQUIREMENT CATALOG LA - LOGICAL ACCESS TO INTERFACES 21 This publication is available free of charge from: https://doi.org/10.6028/NIST.SP.800-213A 5. Ability to use federated authentication technologies (e.g., SAML, OAuth2, or Active Directory/Azure Active Directory). (ACF) Authentication Configuration Description: Ability to require, or not require, authentication to, and/or identification of, the IoT device, and to establish authentication and identificati..."
iot-v2-021|1,iot-v2-021,Recon,1,NIST.SP.800-61r3.pdf,NIST.SP.800-61r3-0055,"... and, in turn, find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity and technology usage; and external service provider activities. C1: Consider using cyber threat information with continuous monitoring ..."
iot-v2-021|2,iot-v2-021,Recon,2,NIST.SP.800-213.pdf,NIST.SP.800-213-0058,"...rest of a system might. For example, IoT devices with a short lifespan, limited functionality, or limited accessibility may not be subject to some threat sources (e.g., attackers aiming to do medium- to long-term reconnaissance) or some events (e.g., those that require extended, consistent network access). IoT devices will often have many of the same threat sources and events as the existing information system. There may be a set of unique IoT device threat sources and events as well as some information system threat sources and events that do not apply to the IoT device. In this sense, there are two classes when comparing threat source..."
iot-v2-021|3,iot-v2-021,Recon,3,NIST.SP.800-61r3.pdf,NIST.SP.800-61r3-0056,"...sful and failed access attempts into all controlled areas, the movement of people and equipment into and out of secure areas of facilities, and signs of tampering with physical access controls. DE.CM-03 Personnel activity and technology usage are monitored to find potentially adverse events High R1: Monitoring personnel activity and technology usage should include anomalous user activity or unusual patterns of activity, authentication and logical access attempts, and the use of deception technology. DE.CM-06 External service provider activities and services are monitored to find potentially adverse events High R1: Monitoring external se..."
iot-v2-022|1,iot-v2-022,Recon,1,NIST.SP.800-61r3.pdf,NIST.SP.800-61r3-0055,"... and, in turn, find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity and technology usage; and external service provider activities. C1: Consider using cyber threat information with continuous monitoring ..."
iot-v2-022|2,iot-v2-022,Recon,2,NIST.SP.800-213.pdf,NIST.SP.800-213-0058,"...rest of a system might. For example, IoT devices with a short lifespan, limited functionality, or limited accessibility may not be subject to some threat sources (e.g., attackers aiming to do medium- to long-term reconnaissance) or some events (e.g., those that require extended, consistent network access). IoT devices will often have many of the same threat sources and events as the existing information system. There may be a set of unique IoT device threat sources and events as well as some information system threat sources and events that do not apply to the IoT device. In this sense, there are two classes when comparing threat source..."
iot-v2-022|3,iot-v2-022,Recon,3,NIST.SP.800-61r3.pdf,NIST.SP.800-61r3-0056,"...sful and failed access attempts into all controlled areas, the movement of people and equipment into and out of secure areas of facilities, and signs of tampering with physical access controls. DE.CM-03 Personnel activity and technology usage are monitored to find potentially adverse events High R1: Monitoring personnel activity and technology usage should include anomalous user activity or unusual patterns of activity, authentication and logical access attempts, and the use of deception technology. DE.CM-06 External service provider activities and services are monitored to find potentially adverse events High R1: Monitoring external se..."
iot-v2-029|1,iot-v2-029,Web,1,ETSI.EN.303.645.V3.1.3.pdf,ETSI.EN.303.645.V3.1.3-0078,...13 Validate input data Provision 5.13-1 Void. Provision 5.13-1A Data input at application layer to the device via user interfaces shall be validated by the device regarding unexpected data input to prevent system manipulations and failures. EXAMPLE 1: Manipulation of the integrated database via SQL injection over a user interface is mitigated via discarding invalid data input. Systems can be subverted by incorrectly formatted data or code transferred across different types of interface. Automated tools such as fuzzers can be used by attackers or testers to exploit potential gaps and weaknesses that emerge as a result of not validating d...
iot-v2-029|2,iot-v2-029,Web,2,ETSI.EN.303.645.V3.1.3.pdf,ETSI.EN.303.645.V3.1.3-0079,"xploit potential gaps and weaknesses that emerge as a result of not validating data. EXAMPLE 2: The consumer IoT device receives data that is not of the expected type, for example executable code rather than user inputted text. The software on the consumer IoT device has been written so that the input is parameterized or ""escaped"", preventing this code from being run. Provision 5.13-1B Data input at application layer to the device via network interfaces shall be validated by the device regarding unexpected data input to prevent system manipulations and failures. NOTE: This includes network accessible APIs without prior authentication and n..."
iot-v2-029|3,iot-v2-029,Web,3,RFC8576.txt,RFC8576-0030,"April 2019 4. OneM2M [OneM2M]: The standards body defines technical and API specifications for IoT devices. It aims to create a service layer that can run on any IoT device hardware and software. 5. Open Connectivity Foundation (OCF) [OCF]: The foundation develops standards and certifications primarily for IoT devices that use Constrained Application Protocol (CoAP) as the application-layer protocol. 6. Fairhair Alliance [Fairhair]: Specifies an IoT middleware to enable a common IP network infrastructure between different application standards used in building automation and lighting systems such as BACnet, KNX, and ZigBee. 7. OMA LwM2M [L..."
iot-v2-030|1,iot-v2-030,Web,1,ETSI.EN.303.645.V3.1.3.pdf,ETSI.EN.303.645.V3.1.3-0078,...13 Validate input data Provision 5.13-1 Void. Provision 5.13-1A Data input at application layer to the device via user interfaces shall be validated by the device regarding unexpected data input to prevent system manipulations and failures. EXAMPLE 1: Manipulation of the integrated database via SQL injection over a user interface is mitigated via discarding invalid data input. Systems can be subverted by incorrectly formatted data or code transferred across different types of interface. Automated tools such as fuzzers can be used by attackers or testers to exploit potential gaps and weaknesses that emerge as a result of not validating d...
iot-v2-030|2,iot-v2-030,Web,2,ETSI.EN.303.645.V3.1.3.pdf,ETSI.EN.303.645.V3.1.3-0079,"xploit potential gaps and weaknesses that emerge as a result of not validating data. EXAMPLE 2: The consumer IoT device receives data that is not of the expected type, for example executable code rather than user inputted text. The software on the consumer IoT device has been written so that the input is parameterized or ""escaped"", preventing this code from being run. Provision 5.13-1B Data input at application layer to the device via network interfaces shall be validated by the device regarding unexpected data input to prevent system manipulations and failures. NOTE: This includes network accessible APIs without prior authentication and n..."
iot-v2-030|3,iot-v2-030,Web,3,RFC8576.txt,RFC8576-0030,"April 2019 4. OneM2M [OneM2M]: The standards body defines technical and API specifications for IoT devices. It aims to create a service layer that can run on any IoT device hardware and software. 5. Open Connectivity Foundation (OCF) [OCF]: The foundation develops standards and certifications primarily for IoT devices that use Constrained Application Protocol (CoAP) as the application-layer protocol. 6. Fairhair Alliance [Fairhair]: Specifies an IoT middleware to enable a common IP network infrastructure between different application standards used in building automation and lighting systems such as BACnet, KNX, and ZigBee. 7. OMA LwM2M [L..."
