audit_id,predicted_family,action,rationale,cited_evidence,human_label,human_reason
EB-011,Benign,MONITOR,Continue non-disruptive observation.,"[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""The Detect Function encompasses all of the monitoring and analysis activities performed to find and characterize potentially adverse events and, in turn, find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity...""}, {""chunk_id"": ""NIST.SP.800-213A-0053"", ""source"": ""NIST.SP.800-213A.pdf"", ""excerpt"": ""...formation about the IoT device's cybersecurity state and other necessary data. 2. Ability to preserve system state information. (EIM) Event Identification & Monitoring Description: Ability to provide event identification and monitoring capabilities and/or support event identification and monitoring tools interfacing with the device. Discussion: Monitoring for cybersecurity and other adverse events is a component of many organizations\u2019 control set to enable proactive assessment of cybersecurity posture. IoT devices may have to support this kind of monitoring, and the nature of the monitoring (e.g., events or channels of interest) may be rel""}]",,
EB-012,Web,RATE_LIMIT,Applied the predefined bounded policy default.,"[{""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0078"", ""source"": ""ETSI.EN.303.645.V3.1.3.pdf"", ""excerpt"": ""...formation (i.e. terms of service, features, guidelines, instructions and notifications, etc.), in simple language and timely manner. 5.13 Validate input data Provision 5.13-1 Void. Provision 5.13-1A Data input at application layer to the device via user interfaces shall be validated by the device regarding unexpected data input to prevent system manipulations and failures. EXAMPLE 1: Manipulation of the integrated database via SQL injection over a user interface is mitigated via discarding invalid data input. Systems can be subverted by incorrectly formatted data or code transferred across different types of interface. Automated tools s...""}, {""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0079"", ""source"": ""ETSI.EN.303.645.V3.1.3.pdf"", ""excerpt"": ""xploit potential gaps and weaknesses that emerge as a result of not validating data. EXAMPLE 2: The consumer IoT device receives data that is not of the expected type, for example executable code rather than user inputted text. The software on the consumer IoT device has been written so that the input is parameterized or \""escaped\"", preventing this code from being run. Provision 5.13-1B Data input at application layer to the device via network interfaces shall be validated by the device regarding unexpected data input to prevent system manipulations and failures. NOTE: This includes network accessible APIs without prior authentication and n...""}]",,
EB-013,Web,INCREASE_LOGGING,Applied the predefined bounded policy default.,"[{""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0078"", ""source"": ""ETSI.EN.303.645.V3.1.3.pdf"", ""excerpt"": ""...13 Validate input data Provision 5.13-1 Void. Provision 5.13-1A Data input at application layer to the device via user interfaces shall be validated by the device regarding unexpected data input to prevent system manipulations and failures. EXAMPLE 1: Manipulation of the integrated database via SQL injection over a user interface is mitigated via discarding invalid data input. Systems can be subverted by incorrectly formatted data or code transferred across different types of interface. Automated tools such as fuzzers can be used by attackers or testers to exploit potential gaps and weaknesses that emerge as a result of not validating d...""}, {""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0079"", ""source"": ""ETSI.EN.303.645.V3.1.3.pdf"", ""excerpt"": ""...r \""escaped\"", preventing this code from being run. Provision 5.13-1B Data input at application layer to the device via network interfaces shall be validated by the device regarding unexpected data input to prevent system manipulations and failures. NOTE: This includes network accessible APIs without prior authentication and network accessible APIs for authentication mechanisms. EXAMPLE 3: Out of range data is received by a temperature sensor. Rather than trying to process this input, the consumer IoT device identifies that the data are outside of the possible bounds, discards the data and captures the event as telemetry data. ETSI ETSI E...""}]",,
EB-014,Web,NOTIFY_OPERATOR,Applied the predefined bounded policy default.,"[{""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0078"", ""source"": ""ETSI.EN.303.645.V3.1.3.pdf"", ""excerpt"": ""...formation (i.e. terms of service, features, guidelines, instructions and notifications, etc.), in simple language and timely manner. 5.13 Validate input data Provision 5.13-1 Void. Provision 5.13-1A Data input at application layer to the device via user interfaces shall be validated by the device regarding unexpected data input to prevent system manipulations and failures. EXAMPLE 1: Manipulation of the integrated database via SQL injection over a user interface is mitigated via discarding invalid data input. Systems can be subverted by incorrectly formatted data or code transferred across different types of interface. Automated tools s...""}, {""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0079"", ""source"": ""ETSI.EN.303.645.V3.1.3.pdf"", ""excerpt"": ""xploit potential gaps and weaknesses that emerge as a result of not validating data. EXAMPLE 2: The consumer IoT device receives data that is not of the expected type, for example executable code rather than user inputted text. The software on the consumer IoT device has been written so that the input is parameterized or \""escaped\"", preventing this code from being run. Provision 5.13-1B Data input at application layer to the device via network interfaces shall be validated by the device regarding unexpected data input to prevent system manipulations and failures. NOTE: This includes network accessible APIs without prior authentication and n...""}]",,
EB-015,Spoofing,INCREASE_LOGGING,Increase visibility to support triage and confirm whether the traffic pattern aligns with spoofed or unauthorized access attempts.,"[{""chunk_id"": ""NIST.SP.800-61r3-0065"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""ed. R2: Take the possible operational disruption of incident recovery activities into account to determine when recovery should be initiated. RS.AN (Incident Analysis) Investigations are conducted to ensure effective response and support forensics and recovery activities High N1: The Incident Analysis Category focuses on investigating, determining, and documenting what has happened during an incident, as well as how and why it happened. RS.AN-03 Analysis is performed to establish what has taken place during an incident and the root cause of the incident High R1: Determine the sequence of events that have occurred during the incident and wh...""}, {""chunk_id"": ""NIST.SP.800-213A-0053"", ""source"": ""NIST.SP.800-213A.pdf"", ""excerpt"": ""...uirements that may be necessary: 1. Ability to access information about the IoT device's cybersecurity state and other necessary data. 2. Ability to preserve system state information. (EIM) Event Identification & Monitoring Description: Ability to provide event identification and monitoring capabilities and/or support event identification and monitoring tools interfacing with the device. Discussion: Monitoring for cybersecurity and other adverse events is a component of many organizations\u2019 control set to enable proactive assessment of cybersecurity posture. IoT devices may have to support this kind of monitoring, and the nature of the m...""}]",,
EB-016,Spoofing,CAPTURE_TRAFFIC,Collect packet evidence for offline validation of spoofing indicators and to distinguish benign TLS activity from impersonation or replay behavior.,"[{""chunk_id"": ""NIST.SP.800-61r3-0067"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""sing chain-of-custody procedures might not be performed for every incident that occurs (e.g., most malware incidents will not result in prosecution). However, collected incident data is still considered evidence, which is defined as \u201cgrounds for belief or disbelief; data on which to base proof or to establish truth or falsehood\u201d [SP800-160v1]. R1: Collect and retain evidence from an incident in accordance with the organization\u2019s evidence preservation procedures and data retention policies, and consider factors such as the possibility of prosecution, and the cost of retaining the data and the hardware and software needed to access the data ...""}, {""chunk_id"": ""NIST.SP.800-61r3-0065"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""ed. R2: Take the possible operational disruption of incident recovery activities into account to determine when recovery should be initiated. RS.AN (Incident Analysis) Investigations are conducted to ensure effective response and support forensics and recovery activities High N1: The Incident Analysis Category focuses on investigating, determining, and documenting what has happened during an incident, as well as how and why it happened. RS.AN-03 Analysis is performed to establish what has taken place during an incident and the root cause of the incident High R1: Determine the sequence of events that have occurred during the incident and wh...""}]",,
EB-017,Spoofing,NOTIFY_OPERATOR,Human review is appropriate because the alert is high confidence but lacks a validated device identifier and is mitigation intent only.,"[{""chunk_id"": ""NIST.SP.800-61r3-0069"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""n place in advance to coordinate with affected parties about incidents when needed. RS.CO-02 Internal and external stakeholders are notified of incidents High R1: When an incident is analyzed and prioritized, the incident response team should coordinate with the appropriate individuals inside and outside of the organization so that all who need to be involved will play their roles. R2: Follow established procedures concerning incident coordination that include what must be reported to whom and at what times (e.g., initial notification, regular status updates). R3: Perform notifications in compliance with the current incident notification- ...""}, {""chunk_id"": ""NIST.SP.800-61r3-0068"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""performing it in a superficial way may cause underestimation of the incident\u2019s magnitude, thus allowing the incident to continue indefinitely on other targets without the organization\u2019s knowledge or monitoring. RS.CO (Incident Response Reporting and Communication) Response activities are coordinated with internal and external stakeholders, as required by laws, regulations, or policies High N1: Incident response reporting and communication activities tend to fall into four categories. Incident coordination involves communicating current and planned incident response activities for a particular incident among the internal and external partie...""}]",,
EB-018,Spoofing,RESTRICT_EGRESS,Limit potential unauthorized communication while preserving bounded operation.,"[{""chunk_id"": ""NIST.IR.8259A-0018"", ""source"": ""NIST.IR.8259A.pdf"", ""excerpt"": ""...ble any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thresholds for any ability the device might have to lock or disable an account or to delay additional authentication attempts after too many failed authentication attempts \u2022 This capability supports vulnerability management, access management, d...""}, {""chunk_id"": ""RFC8520-0059"", ""source"": ""RFC8520.txt"", ""excerpt"": ""ted should be allowed broad or limited access. Furthermore, as mentioned in the introduction, a deployment may choose to ignore a MUD policy in its entirety and simply take into account the MUD URL as a classifier to be used as part of a local policy decision. Finally, please see directly below information regarding device lifetimes and use of domain names. 16. Security Considerations Based on how a MUD URL is emitted, a Thing may be able to lie about what it is, thus gaining additional network access. This can happen in a number of ways when a device emits a MUD URL using DHCP or LLDP, such as being inappropriately admitted to a class suc...""}]",,
EB-019,Spoofing,INCREASE_LOGGING,Collect evidence to confirm whether the flow is spoofed or otherwise unauthorized.,"[{""chunk_id"": ""NIST.SP.800-61r3-0065"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""ed. R2: Take the possible operational disruption of incident recovery activities into account to determine when recovery should be initiated. RS.AN (Incident Analysis) Investigations are conducted to ensure effective response and support forensics and recovery activities High N1: The Incident Analysis Category focuses on investigating, determining, and documenting what has happened during an incident, as well as how and why it happened. RS.AN-03 Analysis is performed to establish what has taken place during an incident and the root cause of the incident High R1: Determine the sequence of events that have occurred during the incident and wh...""}, {""chunk_id"": ""NIST.SP.800-213A-0053"", ""source"": ""NIST.SP.800-213A.pdf"", ""excerpt"": ""...uirements that may be necessary: 1. Ability to access information about the IoT device's cybersecurity state and other necessary data. 2. Ability to preserve system state information. (EIM) Event Identification & Monitoring Description: Ability to provide event identification and monitoring capabilities and/or support event identification and monitoring tools interfacing with the device. Discussion: Monitoring for cybersecurity and other adverse events is a component of many organizations\u2019 control set to enable proactive assessment of cybersecurity posture. IoT devices may have to support this kind of monitoring, and the nature of the m...""}]",,
EB-020,Spoofing,NOTIFY_OPERATOR,Human review is appropriate because no validated device identifier is available and mitigation is intent-only.,"[{""chunk_id"": ""NIST.SP.800-61r3-0069"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""n place in advance to coordinate with affected parties about incidents when needed. RS.CO-02 Internal and external stakeholders are notified of incidents High R1: When an incident is analyzed and prioritized, the incident response team should coordinate with the appropriate individuals inside and outside of the organization so that all who need to be involved will play their roles. R2: Follow established procedures concerning incident coordination that include what must be reported to whom and at what times (e.g., initial notification, regular status updates). R3: Perform notifications in compliance with the current incident notification- ...""}, {""chunk_id"": ""NIST.SP.800-61r3-0068"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""performing it in a superficial way may cause underestimation of the incident\u2019s magnitude, thus allowing the incident to continue indefinitely on other targets without the organization\u2019s knowledge or monitoring. RS.CO (Incident Response Reporting and Communication) Response activities are coordinated with internal and external stakeholders, as required by laws, regulations, or policies High N1: Incident response reporting and communication activities tend to fall into four categories. Incident coordination involves communicating current and planned incident response activities for a particular incident among the internal and external partie...""}]",,
EB-021,Mirai,RESTRICT_EGRESS,Applied the predefined bounded policy default.,"[{""chunk_id"": ""NIST.IR.8259A-0018"", ""source"": ""NIST.IR.8259A.pdf"", ""excerpt"": ""...ogical Access to Interfaces: The IoT device can restrict logical access to its local and network interfaces, and the protocols and services used by those interfaces, to authorized entities only. 1. The ability to logically or physically disable any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thre...""}, {""chunk_id"": ""NIST.SP.800-213A-0129"", ""source"": ""NIST.SP.800-213A.pdf"", ""excerpt"": ""customers for how to implement malicious code protection in the IoT device and associated systems, as well as within related systems entry and exit points, and how to detect and eradicate malicious code. b. Providing education to IoT device customers for how to update the IoT device and related systems malicious code protection mechanisms when new releases are available, in accordance with organizational configuration management policy and procedures. c. Providing training and awareness information to IoT device customers that describe newly identified vulnerabilities and threats (such as zero-day malware) for the associated IoT device. d....""}]",,
EB-022,Mirai,CAPTURE_TRAFFIC,Applied the predefined bounded policy default.,"[{""chunk_id"": ""NIST.IR.8259A-0018"", ""source"": ""NIST.IR.8259A.pdf"", ""excerpt"": ""...ogical Access to Interfaces: The IoT device can restrict logical access to its local and network interfaces, and the protocols and services used by those interfaces, to authorized entities only. 1. The ability to logically or physically disable any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thre...""}, {""chunk_id"": ""NIST.SP.800-213A-0129"", ""source"": ""NIST.SP.800-213A.pdf"", ""excerpt"": ""customers for how to implement malicious code protection in the IoT device and associated systems, as well as within related systems entry and exit points, and how to detect and eradicate malicious code. b. Providing education to IoT device customers for how to update the IoT device and related systems malicious code protection mechanisms when new releases are available, in accordance with organizational configuration management policy and procedures. c. Providing training and awareness information to IoT device customers that describe newly identified vulnerabilities and threats (such as zero-day malware) for the associated IoT device. d....""}]",,
EB-023,Mirai,NOTIFY_OPERATOR,Applied the predefined bounded policy default.,"[{""chunk_id"": ""NIST.IR.8259A-0018"", ""source"": ""NIST.IR.8259A.pdf"", ""excerpt"": ""...ogical Access to Interfaces: The IoT device can restrict logical access to its local and network interfaces, and the protocols and services used by those interfaces, to authorized entities only. 1. The ability to logically or physically disable any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thre...""}, {""chunk_id"": ""NIST.SP.800-213A-0129"", ""source"": ""NIST.SP.800-213A.pdf"", ""excerpt"": ""...e has built-in anti-malware capabilities, the manufacturer should provide education to the IoT device customers describing how to use and/or configure malicious code protection mechanisms in IoT devices, supporting anti-malware tools, and related systems. e. Providing education describing the operational impacts of the anti-malware activities on mission critical processes in the system where the IoT device is used. f. Providing education describing the options and recommended responses to malicious code identification within the IoT device. NIST SP 800-213A GUIDANCE FOR THE FEDERAL GOVERNMENT IOT DEVICE CYBERSECURITY REQUIREMENT CATALOG EA""}]",,
EB-024,Benign,NO_ACTION,The detector classified the observation as benign.,"[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""source"": ""NIST.SP.800-61r3.pdf"", ""excerpt"": ""..., find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity and technology usage; and external service provider activities. C1: Consider using cyber threat information with continuous monitoring to help ident...""}, {""chunk_id"": ""NIST.SP.800-213A-0053"", ""source"": ""NIST.SP.800-213A.pdf"", ""excerpt"": ""...uirements that may be necessary: 1. Ability to access information about the IoT device's cybersecurity state and other necessary data. 2. Ability to preserve system state information. (EIM) Event Identification & Monitoring Description: Ability to provide event identification and monitoring capabilities and/or support event identification and monitoring tools interfacing with the device. Discussion: Monitoring for cybersecurity and other adverse events is a component of many organizations\u2019 control set to enable proactive assessment of cybersecurity posture. IoT devices may have to support this kind of monitoring, and the nature of the m...""}]",,
