audit_id,predicted_family,action,rationale,cited_evidence,support_label_direct_general_unsupported,action_appropriate_yes_no_unclear,reviewer_note
EVID-0010,Benign,CAPTURE_TRAFFIC,Collect supporting evidence to validate whether the observed HTTPS/TCP pattern is normal or anomalous.,"[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""excerpt"": ""..., find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity and technology usage; and external service provider activities. C1: Consider using cyber threat information with continuous monitoring to help ident..."", ""score"": 0.23376, ""source"": ""docs\\standards\\NIST.SP.800-61r3.pdf""}, {""chunk_id"": ""NIST.IR.8259A-0022"", ""excerpt"": ""ITY CORE BASELINE 10 This publication is available free of charge from: https://doi.org/10.6028/NIST.IR.8259A Device Cybersecurity Capability Common Elements Rationale IoT Reference Examples Cybersecurity State Awareness: The IoT device can report on its cybersecurity state and make that information accessible to authorized entities only. 1. The ability to report the device\u2019s cybersecurity state 2. The ability to differentiate between when a device will likely operate as expected from when it may be in a degraded cybersecurity state 3. The ability to restrict access to the state indicator so only authorized entities can view it 4. The abil..."", ""score"": 0.164582, ""source"": ""docs\\standards\\NIST.IR.8259A.pdf""}, {""chunk_id"": ""NIST.SP.800-213A-0053"", ""excerpt"": ""...uirements that may be necessary: 1. Ability to access information about the IoT device's cybersecurity state and other necessary data. 2. Ability to preserve system state information. (EIM) Event Identification & Monitoring Description: Ability to provide event identification and monitoring capabilities and/or support event identification and monitoring tools interfacing with the device. Discussion: Monitoring for cybersecurity and other adverse events is a component of many organizations\u2019 control set to enable proactive assessment of cybersecurity posture. IoT devices may have to support this kind of monitoring, and the nature of the m..."", ""score"": 0.163482, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}]",general,yes,Monitoring and state-awareness guidance support evidence gathering but not packet capture.
EVID-0103,DDoS,NOTIFY_OPERATOR,Human review is appropriate because confidence is marginal and any blocking action may affect an unverified source profile.,"[{""chunk_id"": ""RFC8576-0044"", ""excerpt"": ""protocol cannot be made without tailor-made IoT implementations. 5.1.2. Denial-of-Service Resistance The tight memory and processing constraints of things naturally alleviate resource-exhaustion attacks. Especially in unattended T2T communication, such attacks are difficult to notice before the service becomes unavailable (for example, because of battery or memory exhaustion). As a DoS countermeasure, DTLS, IKEv2, HIP, and Diet HIP implement return routability checks based on a cookie mechanism to delay the establishment of state at the responding host until the address of the initiating host is verified. The effectiveness of these defense..."", ""score"": 0.131244, ""source"": ""docs\\standards\\RFC8576.txt""}, {""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0035"", ""excerpt"": ""...credential stuffing\"" or exhaust an entire key-space. It is important that these types of attacks are detected by the consumer IoT device and defended against, whilst guarding against a related threat of \""resource exhaustion\"" and denial of service attacks. 5.2 Implement a means to manage reports of vulnerabilities Manufacturers that provide IoT products have a duty of care to consumers and third parties who can be harmed by their failure to have a CVD programme in place. Additionally, companies that share this information through industry bodies can assist others who can be suffering from the same problem. Disclosures can comprise differ..."", ""score"": 0.112804, ""source"": ""docs\\standards\\ETSI.EN.303.645.V3.1.3.pdf""}, {""chunk_id"": ""RFC8576-0020"", ""excerpt"": ""...on of privilege: An attacker with low privileges can misuse additional flaws in the implemented authentication and authorization mechanisms of a thing to gain more privileged access to the thing and its data. 11. Denial of Service (DoS) attack: Often things have very limited memory and computation capabilities. Therefore, they are vulnerable to resource-exhaustion attack. Attackers can continuously send requests to specific things so as to deplete their resources. This is especially dangerous in the Internet of Things since an attacker might be located in the backend and target resource-constrained devices that are part of a constrained-no"", ""score"": 0.109645, ""source"": ""docs\\standards\\RFC8576.txt""}]",general,yes,DoS passages establish the threat but do not support operator notification.
EVID-0013,Benign,MONITOR,Maintain continuous observation because the alert is above threshold and the context supports anomaly-aware monitoring of network activity.,"[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""excerpt"": ""..., find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity and technology usage; and external service provider activities. C1: Consider using cyber threat information with continuous monitoring to help ident..."", ""score"": 0.23376, ""source"": ""docs\\standards\\NIST.SP.800-61r3.pdf""}, {""chunk_id"": ""NIST.IR.8259A-0022"", ""excerpt"": ""ITY CORE BASELINE 10 This publication is available free of charge from: https://doi.org/10.6028/NIST.IR.8259A Device Cybersecurity Capability Common Elements Rationale IoT Reference Examples Cybersecurity State Awareness: The IoT device can report on its cybersecurity state and make that information accessible to authorized entities only. 1. The ability to report the device\u2019s cybersecurity state 2. The ability to differentiate between when a device will likely operate as expected from when it may be in a degraded cybersecurity state 3. The ability to restrict access to the state indicator so only authorized entities can view it 4. The abil..."", ""score"": 0.164582, ""source"": ""docs\\standards\\NIST.IR.8259A.pdf""}, {""chunk_id"": ""NIST.SP.800-213A-0053"", ""excerpt"": ""...uirements that may be necessary: 1. Ability to access information about the IoT device's cybersecurity state and other necessary data. 2. Ability to preserve system state information. (EIM) Event Identification & Monitoring Description: Ability to provide event identification and monitoring capabilities and/or support event identification and monitoring tools interfacing with the device. Discussion: Monitoring for cybersecurity and other adverse events is a component of many organizations\u2019 control set to enable proactive assessment of cybersecurity posture. IoT devices may have to support this kind of monitoring, and the nature of the m..."", ""score"": 0.163482, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}]",direct,yes,
EVID-0002,Mirai,CAPTURE_TRAFFIC,Collect additional evidence for offline review because confidence is low and the source device is not identified.,"[{""chunk_id"": ""NIST.IR.8259A-0018"", ""excerpt"": ""BERSECURITY CAPABILITY CORE BASELINE 8 This publication is available free of charge from: https://doi.org/10.6028/NIST.IR.8259A Device Cybersecurity Capability Common Elements Rationale IoT Reference Examples Logical Access to Interfaces: The IoT device can restrict logical access to its local and network interfaces, and the protocols and services used by those interfaces, to authorized entities only. 1. The ability to logically or physically disable any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entiti..."", ""score"": 0.212946, ""source"": ""docs\\standards\\NIST.IR.8259A.pdf""}, {""chunk_id"": ""NIST.SP.800-213A-0048"", ""excerpt"": ""NIST.SP.800-213A 3. Ability to logically or physically disable any local and network interfaces that are not necessary for the core functionality of the device. 4. Ability to restrict updating actions to authorized entities. 5. Ability to restrict access to the cybersecurity state indicator to authorized entities. 6. Ability to restrict use of IoT device services. 7. Ability to enforce the established local and remote access requirements. 8. Ability to prevent external access to the IoT device management interface. 9. Ability to control the IoT device\u2019s logical interface (e.g., locally or remotely). 10. Ability to change IoT device logical..."", ""score"": 0.113617, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}, {""chunk_id"": ""NIST.SP.800-213A-0129"", ""excerpt"": ""customers for how to implement malicious code protection in the IoT device and associated systems, as well as within related systems entry and exit points, and how to detect and eradicate malicious code. b. Providing education to IoT device customers for how to update the IoT device and related systems malicious code protection mechanisms when new releases are available, in accordance with organizational configuration management policy and procedures. c. Providing training and awareness information to IoT device customers that describe newly identified vulnerabilities and threats (such as zero-day malware) for the associated IoT device. d...."", ""score"": 0.203484, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}]",general,yes,Interface-control and malware guidance support Mirai response generally but not packet capture.
EVID-0068,Benign,NOTIFY_OPERATOR,The detector already routed to escalate; human review is appropriate before any restrictive action.,"[{""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0034"", ""excerpt"": ""device shall provide to the user or an administrator a simple mechanism to change the authentication value used. EXAMPLE 3: For biometric authentication values the device manufacturer allows this change in authentication value through retraining against a new biometric. EXAMPLE 4: A parent in a household creates an account on the consumer IoT device for their child and selects and manages the PIN or password that the child uses. The parent is an administrator on the consumer IoT device and can restrict the child from changing the PIN or password. EXAMPLE 5: To make it simple for the user to change a password, the manufacturer designs the p..."", ""score"": 0.142142, ""source"": ""docs\\standards\\ETSI.EN.303.645.V3.1.3.pdf""}, {""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0060"", ""excerpt"": ""...e technology, risk and usage. Provision 5.5-7 The consumer IoT device shall protect the confidentiality of critical security parameters that are communicated via remotely accessible network interfaces. ETSI ETSI EN 303 645 V3.1.3 (2024-09) 22 Many different methods exist for enrolment and authentication. Some authentication values are provided by out-of-band authentication mechanisms, such as a QR code, and some are human-readable, such as a password. Where an authentication mechanism uses unique values per authentication attempt (e.g. in a challenge-response mechanism or when using one time passwords as a second factor), the response is n"", ""score"": 0.12946, ""source"": ""docs\\standards\\ETSI.EN.303.645.V3.1.3.pdf""}, {""chunk_id"": ""NIST.IR.8259A-0018"", ""excerpt"": ""...ble any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thresholds for any ability the device might have to lock or disable an account or to delay additional authentication attempts after too many failed authentication attempts \u2022 This capability supports vulnerability management, access management, d..."", ""score"": 0.097516, ""source"": ""docs\\standards\\NIST.IR.8259A.pdf""}]",unsupported,yes,Authentication and interface guidance does not support operator notification.
EVID-0028,Recon,CAPTURE_TRAFFIC,Enable packet/flow capture to support incident triage and pattern confirmation without assuming a device identity.,"[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""excerpt"": ""... and, in turn, find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity and technology usage; and external service provider activities. C1: Consider using cyber threat information with continuous monitoring ..."", ""score"": 0.238202, ""source"": ""docs\\standards\\NIST.SP.800-61r3.pdf""}, {""chunk_id"": ""NIST.SP.800-213-0058"", ""excerpt"": ""...rest of a system might. For example, IoT devices with a short lifespan, limited functionality, or limited accessibility may not be subject to some threat sources (e.g., attackers aiming to do medium- to long-term reconnaissance) or some events (e.g., those that require extended, consistent network access). IoT devices will often have many of the same threat sources and events as the existing information system. There may be a set of unique IoT device threat sources and events as well as some information system threat sources and events that do not apply to the IoT device. In this sense, there are two classes when comparing threat source..."", ""score"": 0.079147, ""source"": ""docs\\standards\\NIST.SP.800-213.pdf""}, {""chunk_id"": ""NIST.SP.800-213A-0080"", ""excerpt"": ""...tructions for obtaining that information. NIST SP 800-213A GUIDANCE FOR THE FEDERAL GOVERNMENT IOT DEVICE CYBERSECURITY REQUIREMENT CATALOG DO - DOCUMENTATION 45 This publication is available free of charge from: https://doi.org/10.6028/NIST.SP.800-213A b. Providing documentation describing the types of monitoring tools with which the IoT device is compatible, and recommendations for how to configure the IoT device to best work with such monitoring tools. 8. Establish communications describing how the IoT device cybersecurity event data is protected from unauthorized access, modification, and deletion. Information that may be necessary ..."", ""score"": 0.069852, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}]",general,yes,Monitoring and recon guidance support investigation but not packet capture.
EVID-0065,BruteForce,CAPTURE_TRAFFIC,Preserve packet evidence for validation because confidence is below threshold and the alert lacks a validated device identifier.,"[{""chunk_id"": ""RFC8576-0012"", ""excerpt"": ""...m goes beyond a specific device or an isolated system, since compromised IoT systems can be misused at scale. For example, they may be used to perform a Distributed Denial of Service (DDoS) attack that limits the availability of other networks and services. The fact that many IoT systems rely on standard IP protocols allows for easier system integration, but this also makes attacks on standard IP protocols widely applicable in other environments. This results in new requirements regarding the implementation of security. The term \""security\"" subsumes a wide range of primitives, protocols, and procedures. For instance, it includes services..."", ""score"": 0.114705, ""source"": ""docs\\standards\\RFC8576.txt""}, {""chunk_id"": ""RFC8576-0021"", ""excerpt"": ""This is especially dangerous in the Internet of Things since an attacker might be located in the backend and target resource-constrained devices that are part of a constrained-node network [RFC7228]. A DoS attack can also be launched by physically jamming the communication channel. Network availability can also be disrupted by flooding the network with a large number of packets. On the other hand, things compromised by attackers can be used to disrupt the operation of other networks or systems by means of a Distributed DoS (DDoS) attack. Garcia-Morchon, et al. Informational [Page 11] RFC 8576 IoT Security April 2019 To deal with the above ..."", ""score"": 0.087474, ""source"": ""docs\\standards\\RFC8576.txt""}, {""chunk_id"": ""RFC8576-0044"", ""excerpt"": ""protocol cannot be made without tailor-made IoT implementations. 5.1.2. Denial-of-Service Resistance The tight memory and processing constraints of things naturally alleviate resource-exhaustion attacks. Especially in unattended T2T communication, such attacks are difficult to notice before the service becomes unavailable (for example, because of battery or memory exhaustion). As a DoS countermeasure, DTLS, IKEv2, HIP, and Diet HIP implement return routability checks based on a cookie mechanism to delay the establishment of state at the responding host until the address of the initiating host is verified. The effectiveness of these defense..."", ""score"": 0.086681, ""source"": ""docs\\standards\\RFC8576.txt""}]",unsupported,yes,DDoS passages do not justify packet capture for a brute-force alert.
EVID-0049,DoS,CAPTURE_TRAFFIC,"Collect packet/flow evidence to validate whether the pattern is a flood, scan, or false positive.","[{""chunk_id"": ""RFC8576-0044"", ""excerpt"": ""protocol cannot be made without tailor-made IoT implementations. 5.1.2. Denial-of-Service Resistance The tight memory and processing constraints of things naturally alleviate resource-exhaustion attacks. Especially in unattended T2T communication, such attacks are difficult to notice before the service becomes unavailable (for example, because of battery or memory exhaustion). As a DoS countermeasure, DTLS, IKEv2, HIP, and Diet HIP implement return routability checks based on a cookie mechanism to delay the establishment of state at the responding host until the address of the initiating host is verified. The effectiveness of these defense..."", ""score"": 0.130281, ""source"": ""docs\\standards\\RFC8576.txt""}, {""chunk_id"": ""RFC8576-0020"", ""excerpt"": ""...on of privilege: An attacker with low privileges can misuse additional flaws in the implemented authentication and authorization mechanisms of a thing to gain more privileged access to the thing and its data. 11. Denial of Service (DoS) attack: Often things have very limited memory and computation capabilities. Therefore, they are vulnerable to resource-exhaustion attack. Attackers can continuously send requests to specific things so as to deplete their resources. This is especially dangerous in the Internet of Things since an attacker might be located in the backend and target resource-constrained devices that are part of a constrained-no"", ""score"": 0.108841, ""source"": ""docs\\standards\\RFC8576.txt""}, {""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0035"", ""excerpt"": ""...credential stuffing\"" or exhaust an entire key-space. It is important that these types of attacks are detected by the consumer IoT device and defended against, whilst guarding against a related threat of \""resource exhaustion\"" and denial of service attacks. 5.2 Implement a means to manage reports of vulnerabilities Manufacturers that provide IoT products have a duty of care to consumers and third parties who can be harmed by their failure to have a CVD programme in place. Additionally, companies that share this information through industry bodies can assist others who can be suffering from the same problem. Disclosures can comprise differ..."", ""score"": 0.111976, ""source"": ""docs\\standards\\ETSI.EN.303.645.V3.1.3.pdf""}]",general,yes,DoS guidance supports the investigation objective but not packet capture.
EVID-0030,BruteForce,INCREASE_LOGGING,Increase observability to confirm whether the flow reflects repeated authentication attempts and to capture supporting evidence.,"[{""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0034"", ""excerpt"": ""device shall provide to the user or an administrator a simple mechanism to change the authentication value used. EXAMPLE 3: For biometric authentication values the device manufacturer allows this change in authentication value through retraining against a new biometric. EXAMPLE 4: A parent in a household creates an account on the consumer IoT device for their child and selects and manages the PIN or password that the child uses. The parent is an administrator on the consumer IoT device and can restrict the child from changing the PIN or password. EXAMPLE 5: To make it simple for the user to change a password, the manufacturer designs the p..."", ""score"": 0.136992, ""source"": ""docs\\standards\\ETSI.EN.303.645.V3.1.3.pdf""}, {""chunk_id"": ""ETSI.EN.303.645.V3.1.3-0060"", ""excerpt"": ""...e technology, risk and usage. Provision 5.5-7 The consumer IoT device shall protect the confidentiality of critical security parameters that are communicated via remotely accessible network interfaces. ETSI ETSI EN 303 645 V3.1.3 (2024-09) 22 Many different methods exist for enrolment and authentication. Some authentication values are provided by out-of-band authentication mechanisms, such as a QR code, and some are human-readable, such as a password. Where an authentication mechanism uses unique values per authentication attempt (e.g. in a challenge-response mechanism or when using one time passwords as a second factor), the response is n"", ""score"": 0.106913, ""source"": ""docs\\standards\\ETSI.EN.303.645.V3.1.3.pdf""}, {""chunk_id"": ""NIST.IR.8259A-0018"", ""excerpt"": ""...ble any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thresholds for any ability the device might have to lock or disable an account or to delay additional authentication attempts after too many failed authentication attempts \u2022 This capability supports vulnerability management, access management, d..."", ""score"": 0.093983, ""source"": ""docs\\standards\\NIST.IR.8259A.pdf""}]",general,yes,Authentication guidance supports brute-force defense generally but not increased logging.
EVID-0062,Spoofing,INCREASE_LOGGING,Collect additional evidence because the alert confidence is below threshold and the device identity is unverified.,"[{""chunk_id"": ""NIST.SP.800-213A-0037"", ""excerpt"": ""...ort authentication methods. Discussion: To control logical access to interfaces, the IoT device may need to support adequate authentication methods. Some IoT devices or organizations may need support for Personal Identity Verification (PIV). More information about PIV can be found in FIPS 201-2 [ FIPS-201]. Related SP 800-53 Rev. 5 Controls: AC-17(10), IA-2, IA-2(1), IA-2(2), IA-6 Requirements that may be necessary: 1. Ability for the IoT device to require authentication prior to connecting to the device, including using remote access. 2. Ability for the IoT device to support and require appropriate authentication. 3. Ability for the Io..."", ""score"": 0.085881, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}, {""chunk_id"": ""NIST.IR.8259A-0018"", ""excerpt"": ""...ble any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thresholds for any ability the device might have to lock or disable an account or to delay additional authentication attempts after too many failed authentication attempts \u2022 This capability supports vulnerability management, access management, d..."", ""score"": 0.085283, ""source"": ""docs\\standards\\NIST.IR.8259A.pdf""}, {""chunk_id"": ""NIST.SP.800-213A-0038"", ""excerpt"": ""... Ability for the IoT device to hide or mask authentication information during authentication process. NIST SP 800-213A GUIDANCE FOR THE FEDERAL GOVERNMENT IOT DEVICE CYBERSECURITY REQUIREMENT CATALOG LA - LOGICAL ACCESS TO INTERFACES 21 This publication is available free of charge from: https://doi.org/10.6028/NIST.SP.800-213A 5. Ability to use federated authentication technologies (e.g., SAML, OAuth2, or Active Directory/Azure Active Directory). (ACF) Authentication Configuration Description: Ability to require, or not require, authentication to, and/or identification of, the IoT device, and to establish authentication and identificati..."", ""score"": 0.085084, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}]",general,yes,Authentication and access-control guidance supports spoofing defense but not increased logging.
EVID-0041,DDoS,NOTIFY_OPERATOR,Human review is warranted because the alert is below threshold and lacks a validated device identity.,"[{""chunk_id"": ""RFC8576-0012"", ""excerpt"": ""...m goes beyond a specific device or an isolated system, since compromised IoT systems can be misused at scale. For example, they may be used to perform a Distributed Denial of Service (DDoS) attack that limits the availability of other networks and services. The fact that many IoT systems rely on standard IP protocols allows for easier system integration, but this also makes attacks on standard IP protocols widely applicable in other environments. This results in new requirements regarding the implementation of security. The term \""security\"" subsumes a wide range of primitives, protocols, and procedures. For instance, it includes services..."", ""score"": 0.124255, ""source"": ""docs\\standards\\RFC8576.txt""}, {""chunk_id"": ""RFC8576-0021"", ""excerpt"": ""This is especially dangerous in the Internet of Things since an attacker might be located in the backend and target resource-constrained devices that are part of a constrained-node network [RFC7228]. A DoS attack can also be launched by physically jamming the communication channel. Network availability can also be disrupted by flooding the network with a large number of packets. On the other hand, things compromised by attackers can be used to disrupt the operation of other networks or systems by means of a Distributed DoS (DDoS) attack. Garcia-Morchon, et al. Informational [Page 11] RFC 8576 IoT Security April 2019 To deal with the above ..."", ""score"": 0.094757, ""source"": ""docs\\standards\\RFC8576.txt""}]",general,yes,DDoS passages establish the threat but do not support operator notification.
EVID-0040,Benign,NOTIFY_OPERATOR,Escalate for human review because the model result is below threshold and the routing decision is escalate.,"[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""excerpt"": ""..., find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity and technology usage; and external service provider activities. C1: Consider using cyber threat information with continuous monitoring to help ident..."", ""score"": 0.23376, ""source"": ""docs\\standards\\NIST.SP.800-61r3.pdf""}, {""chunk_id"": ""NIST.IR.8259A-0022"", ""excerpt"": ""ITY CORE BASELINE 10 This publication is available free of charge from: https://doi.org/10.6028/NIST.IR.8259A Device Cybersecurity Capability Common Elements Rationale IoT Reference Examples Cybersecurity State Awareness: The IoT device can report on its cybersecurity state and make that information accessible to authorized entities only. 1. The ability to report the device\u2019s cybersecurity state 2. The ability to differentiate between when a device will likely operate as expected from when it may be in a degraded cybersecurity state 3. The ability to restrict access to the state indicator so only authorized entities can view it 4. The abil..."", ""score"": 0.164582, ""source"": ""docs\\standards\\NIST.IR.8259A.pdf""}, {""chunk_id"": ""NIST.SP.800-213A-0053"", ""excerpt"": ""...uirements that may be necessary: 1. Ability to access information about the IoT device's cybersecurity state and other necessary data. 2. Ability to preserve system state information. (EIM) Event Identification & Monitoring Description: Ability to provide event identification and monitoring capabilities and/or support event identification and monitoring tools interfacing with the device. Discussion: Monitoring for cybersecurity and other adverse events is a component of many organizations\u2019 control set to enable proactive assessment of cybersecurity posture. IoT devices may have to support this kind of monitoring, and the nature of the m..."", ""score"": 0.163482, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}]",general,yes,Monitoring and state-awareness guidance support review but not operator notification.
EVID-0107,Recon,NOTIFY_OPERATOR,"Human review is appropriate given the moderate confidence, lack of validated device identifier, and intent-only constraints.","[{""chunk_id"": ""NIST.SP.800-213A-0037"", ""excerpt"": ""...ort authentication methods. Discussion: To control logical access to interfaces, the IoT device may need to support adequate authentication methods. Some IoT devices or organizations may need support for Personal Identity Verification (PIV). More information about PIV can be found in FIPS 201-2 [ FIPS-201]. Related SP 800-53 Rev. 5 Controls: AC-17(10), IA-2, IA-2(1), IA-2(2), IA-6 Requirements that may be necessary: 1. Ability for the IoT device to require authentication prior to connecting to the device, including using remote access. 2. Ability for the IoT device to support and require appropriate authentication. 3. Ability for the Io..."", ""score"": 0.085881, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}, {""chunk_id"": ""NIST.IR.8259A-0018"", ""excerpt"": ""...ble any local and network interfaces that are not necessary for the core functionality of the device 2. The ability to logically restrict access to each network interface to only authorized entities (e.g., device authentication, user authentication) 3. Configuration settings for use with the Device Configuration capability including, but not limited to, the ability to enable, disable, and adjust thresholds for any ability the device might have to lock or disable an account or to delay additional authentication attempts after too many failed authentication attempts \u2022 This capability supports vulnerability management, access management, d..."", ""score"": 0.085283, ""source"": ""docs\\standards\\NIST.IR.8259A.pdf""}, {""chunk_id"": ""NIST.SP.800-213A-0038"", ""excerpt"": ""... Ability for the IoT device to hide or mask authentication information during authentication process. NIST SP 800-213A GUIDANCE FOR THE FEDERAL GOVERNMENT IOT DEVICE CYBERSECURITY REQUIREMENT CATALOG LA - LOGICAL ACCESS TO INTERFACES 21 This publication is available free of charge from: https://doi.org/10.6028/NIST.SP.800-213A 5. Ability to use federated authentication technologies (e.g., SAML, OAuth2, or Active Directory/Azure Active Directory). (ACF) Authentication Configuration Description: Ability to require, or not require, authentication to, and/or identification of, the IoT device, and to establish authentication and identificati..."", ""score"": 0.085084, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}]",general,yes,Access-control guidance supports recon defense generally but not operator notification.
EVID-0094,Mirai,CAPTURE_TRAFFIC,Preserve evidence for offline analysis and correlation before any stronger containment is considered.,"[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""excerpt"": ""... and, in turn, find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity and technology usage; and external service provider activities. C1: Consider using cyber threat information with continuous monitoring ..."", ""score"": 0.238202, ""source"": ""docs\\standards\\NIST.SP.800-61r3.pdf""}, {""chunk_id"": ""NIST.SP.800-213-0058"", ""excerpt"": ""...rest of a system might. For example, IoT devices with a short lifespan, limited functionality, or limited accessibility may not be subject to some threat sources (e.g., attackers aiming to do medium- to long-term reconnaissance) or some events (e.g., those that require extended, consistent network access). IoT devices will often have many of the same threat sources and events as the existing information system. There may be a set of unique IoT device threat sources and events as well as some information system threat sources and events that do not apply to the IoT device. In this sense, there are two classes when comparing threat source..."", ""score"": 0.079147, ""source"": ""docs\\standards\\NIST.SP.800-213.pdf""}, {""chunk_id"": ""NIST.SP.800-213A-0080"", ""excerpt"": ""...tructions for obtaining that information. NIST SP 800-213A GUIDANCE FOR THE FEDERAL GOVERNMENT IOT DEVICE CYBERSECURITY REQUIREMENT CATALOG DO - DOCUMENTATION 45 This publication is available free of charge from: https://doi.org/10.6028/NIST.SP.800-213A b. Providing documentation describing the types of monitoring tools with which the IoT device is compatible, and recommendations for how to configure the IoT device to best work with such monitoring tools. 8. Establish communications describing how the IoT device cybersecurity event data is protected from unauthorized access, modification, and deletion. Information that may be necessary ..."", ""score"": 0.069852, ""source"": ""docs\\standards\\NIST.SP.800-213A.pdf""}]",general,yes,Monitoring guidance supports malware investigation generally but not packet capture.
EVID-0016,Recon,NOTIFY_OPERATOR,High-confidence recon indicators merit human review and decision-making because device identity is unvalidated.,"[{""chunk_id"": ""NIST.SP.800-61r3-0055"", ""excerpt"": ""... and, in turn, find cybersecurity incidents. DE.CM (Continuous Monitoring) Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events High R1: Continuous monitoring for unauthorized activity, deviations from expected activity, and changes in security posture should involve the following types of assets at all times: networks and network services; computing hardware and software, runtime environments, and their data; the physical environment; personnel activity and technology usage; and external service provider activities. C1: Consider using cyber threat information with continuous monitoring ..."", ""score"": 0.239443, ""source"": ""docs\\standards\\NIST.SP.800-61r3.pdf""}, {""chunk_id"": ""NIST.SP.800-61r3-0056"", ""excerpt"": ""...sful and failed access attempts into all controlled areas, the movement of people and equipment into and out of secure areas of facilities, and signs of tampering with physical access controls. DE.CM-03 Personnel activity and technology usage are monitored to find potentially adverse events High R1: Monitoring personnel activity and technology usage should include anomalous user activity or unusual patterns of activity, authentication and logical access attempts, and the use of deception technology. DE.CM-06 External service provider activities and services are monitored to find potentially adverse events High R1: Monitoring external se..."", ""score"": 0.06886, ""source"": ""docs\\standards\\NIST.SP.800-61r3.pdf""}]",general,yes,Monitoring and recon guidance support review generally but not operator notification.
EVID-0112,DoS,CAPTURE_TRAFFIC,Collect packet evidence to validate whether this is a genuine DoS attempt versus a benign burst or misclassification.,[],unsupported,yes,No evidence passage was supplied.
